mid,type,name,level,say,model,hp,hpShow,mp,phyAtt,phyAttMax,magicAtt,magicAttMax,taoAtt,taoAttMax,phyDef,phyDefMax,magicDef,magicDefMax,accurate,dodge,poisonRecover,heathRecover,attackSpeed,moveSpeed,aiparam,toattackarea,heart,relive,die,exp,nlexp,guardarea,aitype,moveInterval,reliveType,reliveTypeParam,status,summon,ExistTime,head,dropstate,cast,pathmode,fanyin,pureatk,puredef,tipsname,sex,aperture,unshandow,isrun,isshare,dropshow,playerModel,color,dieeffect,clientspeed,bloodY,showname,randomHpMin,shap
7175,2,野外BOSS16,10,测试,2035,32000,1,0,9,16,9,16,9,16,0,0,0,0,19,0,0,0,3000,1,,6,1000,0,0,20,10000,12,2,2500,0,0,,0,,41,,0,4,1,5,0,野外,0,,2,2,,,,55,,,180,,,
7176,2,狐狸天尊,140,测试,2115,4800000,1,0,3000,6000,3000,6000,3000,6000,1500,3000,500,1000,10,35,0,25,2000,1,Special,6,1000,10800,0,2000000,10000,12,3,450,0,0,,0,,65,,0,4,1,1200,0,野外,0,,2,2,,110202086#110302086#110802086#110402086#110602086#110702086#120202086#120302086#120802086#120402086#120602086#120702086#130202086#130302086#130802086#130402086#130602086#130702086,,55,,,180,,,
7177,2,狐狸法神,140,测试,2116,4800000,1,0,3000,6000,3000,6000,3000,6000,1500,3000,500,1000,10,35,0,25,2000,1,Special,6,1000,10800,0,2000000,10000,12,3,450,0,0,,0,,66,,0,4,1,1200,0,野外,0,,2,2,,110202086#110302086#110802086#110402086#110602086#110702086#120202086#120302086#120802086#120402086#120602086#120702086#130202086#130302086#130802086#130402086#130602086#130702086,,55,,,180,,,
7178,2,狐狸圣战,140,测试,2117,4800000,1,0,3000,6000,3000,6000,3000,6000,1500,3000,500,1000,10,35,0,25,2000,1,Special,6,1000,10800,0,2000000,10000,12,3,450,0,0,,0,,67,,0,4,1,1200,0,野外,0,,2,2,,110202086#110302086#110802086#110402086#110602086#110702086#120202086#120302086#120802086#120402086#120602086#120702086#130202086#130302086#130802086#130402086#130602086#130702086,,55,,,180,,,
7499,2,尸王废除,10,测试,2017,20000,1,0,9,16,9,16,9,16,3,3,3,3,19,0,0,0,3000,1,,6,1000,0,0,20,10000,12,2,2500,0,0,,0,,31,,0,4,1,0,0,尸王个人,0,1,,2,,,,,,,180,,,
7500,2,触龙邪神废除,10,测试,2028,20000,1,0,9,16,9,16,9,16,3,3,3,3,19,0,0,0,3000,0,Special,6,1000,0,0,15000,10000,12,3,2500,0,0,,0,,29,,0,4,1,0,0,触龙邪神个人,0,1,,2,,,,,,,180,,,
7510,2,沃玛教主废除,10,测试,2010,23000,1,0,9,16,9,16,9,16,3,3,3,3,19,0,0,0,3000,1,,6,1000,0,0,20,10000,12,2,2500,0,0,,0,,32,,0,4,1,0,0,沃玛教主个人,0,1,,2,,,,,,,180,,,
7520,2,祖玛教主废除,10,测试,2035,26000,1,0,728,728,728,728,728,728,233,233,233,233,19,0,0,0,3000,1,Special,6,1000,0,0,20,10000,12,3,2500,0,0,,0,,34,,0,4,1,0,0,祖玛教主个人,0,1,,2,,,,,,,180,,,
7530,2,牛魔王废除,10,测试,2045,29000,1,0,9,16,9,16,9,16,3,3,3,3,19,0,0,0,3000,1,,6,1000,0,0,20,10000,12,2,2500,0,0,,0,,30,,0,4,1,0,0,牛魔王个人,0,1,,2,,,,,,,180,,,
7540,2,赤血魔神废除,10,测试,1153,43500,1,0,9,16,9,16,9,16,3,3,3,3,19,0,0,0,3000,1,,6,1000,0,0,20,10000,12,2,2500,0,0,,0,,8,,0,4,1,0,0,赤血魔神个人,0,1,,2,,,,,,,180,,,
7550,2,魔龙教主废除,10,测试,1153,46500,1,0,9,16,9,16,9,16,3,3,3,3,19,0,0,0,3000,1,,6,1000,0,0,20,10000,12,2,2500,0,0,,0,,49,,0,4,1,0,0,魔龙教主个人,0,1,,2,,,,,,,180,,,
7560,2,火龙教主废除,10,测试,1153,49500,1,0,9,16,9,16,9,16,3,3,3,3,19,0,0,0,3000,1,,6,1000,0,0,20,10000,12,2,2500,0,0,,0,,45,,0,4,1,0,0,火龙教主个人,0,1,,2,,,,,,,180,,,
7570,2,九尾妖狐废除,10,测试,1153,56000,1,0,9,16,9,16,9,16,3,3,3,3,19,0,0,0,3000,1,,6,1000,0,0,20,10000,12,2,2500,0,0,,0,,46,,0,4,1,0,0,九尾妖狐个人,0,1,,2,,,,,,,180,,,
7600,0,多角虫,100,同志们，冲啊！,2021,50000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,53400,194,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭封魔谷1,0,,,0,,,,,,,,,,
7601,0,僵尸,100,同志们，冲啊！,2014,75000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,83700,291,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭封魔谷1,0,,,0,,,,,,,,,,
7602,0,火焰奥玛,100,同志们，冲啊！,2003,100000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,110100,367,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭封魔谷1,0,,,0,,,,,,,,,,
7603,0,邪恶蛇蝎,100,同志们，冲啊！,2041,125000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,143400,459,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭封魔谷1,0,,,0,,,,,,,,,,
7604,0,祖玛士兵,100,同志们，冲啊！,2034,150000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,169000,520,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭封魔谷1,0,,,0,,,,,,,,,,
7605,0,红野猪,100,同志们，冲啊！,2000,175000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,204900,607,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭封魔谷1,0,,,0,,,,,,,,,,
7606,0,牛魔卫士,100,同志们，冲啊！,2046,200000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,228600,653,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭封魔谷1,0,,,0,,,,,,,,,,
7607,0,狐狸战士,100,同志们，冲啊！,2074,225000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,266400,735,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭封魔谷1,0,,,0,,,,,,,,,,
7608,0,金杖蜘蛛,100,同志们，冲啊！,2090,250000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,286900,765,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭封魔谷1,0,,,0,,,,,,,,,,
7609,0,圣殿卫士,100,同志们，冲啊！,2095,275000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,326300,10000,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭BOSS1,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,,,,,,,
7610,2,多角虫王,100,同志们，冲啊！,2022,100000,1,0,89,178,89,178,89,178,76,152,76,152,30,2,0,0,3000,1,FMG,12,1000,0,0,200000,10000,12,3,450,0,0,,0,,47,,0,4,1,89,0,夜袭BOSS1,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,55,,,180,,,
7611,2,尸王,100,同志们，冲啊！,2017,150000,1,0,189,378,189,378,189,378,121,242,121,242,30,5,0,0,3000,1,FMG,18,1000,0,0,200000,10000,12,3,450,0,0,,0,,31,,0,4,1,189,0,夜袭BOSS1,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,55,,,180,,,
7612,2,奥玛教主,100,同志们，冲啊！,2010,200000,1,0,287,574,287,574,287,574,184,368,184,368,30,10,0,0,3000,1,FMG,18,1000,0,0,200000,10000,12,3,450,0,0,,0,,32,,0,4,1,287,0,夜袭BOSS1,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,55,,,180,,,
7613,2,钳虫王,100,同志们，冲啊！,2049,250000,1,0,416,833,416,833,416,833,266,532,266,532,30,15,0,0,3000,1,FMG,18,1000,0,0,200000,10000,12,3,450,0,0,,0,,53,,0,4,1,416,0,夜袭BOSS1,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,55,,,180,,,
7614,2,祖玛教主,100,同志们，冲啊！,2035,500000,1,0,566,1133,566,1133,566,1133,366,733,366,733,30,20,0,0,3000,1,FMG,18,1000,0,0,200000,10000,12,3,450,0,0,,0,,34,,0,4,1,566,0,夜袭BOSS1,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,55,,,180,,,
7615,2,白猪王,100,同志们，冲啊！,2059,1000000,1,0,666,1333,666,1333,666,1333,600,1200,600,1200,30,25,0,0,3000,1,FMG,24,1000,0,0,200000,10000,12,3,450,0,0,,0,,33,,0,4,1,666,0,夜袭BOSS1,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,55,,,180,,,
7616,2,牛魔王,100,同志们，冲啊！,2045,2500000,1,0,833,1666,833,1666,833,1666,800,1600,800,1600,30,30,0,0,3000,1,FMG,24,1000,0,0,200000,10000,12,3,450,0,0,,0,,30,,0,4,1,833,0,夜袭BOSS1,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,55,,,180,,,
7617,2,九尾妖狐,100,同志们，冲啊！,2082,4500000,1,0,1200,2400,1200,2400,1200,2400,1000,2000,1000,2000,30,35,0,0,3000,1,FMG,24,1000,0,0,200000,10000,12,3,450,0,0,,0,,46,,0,4,1,1200,0,夜袭BOSS1,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,55,,,180,,,
7618,2,雷炎教主,100,同志们，冲啊！,2093,7000000,1,0,2333,4666,2333,4666,2333,4666,1250,2500,1250,2500,30,40,0,0,3000,1,FMG,24,1000,0,0,200000,10000,12,3,450,0,0,,0,,48,,0,4,1,2333,0,夜袭BOSS1,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,55,,,180,,,
7619,2,赤焰鹰魔,100,同志们，冲啊！,2072,12000000,1,0,4000,8000,4000,8000,4000,8000,2000,4000,2000,4000,30,45,0,0,3000,1,FMG,24,1000,0,0,200000,10000,12,3,450,0,0,,0,,54,,0,4,1,2500,0,夜袭BOSS1,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,55,,,180,,,
7650,0,圣殿魔将,100,同志们，冲啊！,2123,275000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,326300,10000,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭封魔谷11,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,,,,,,,
7651,0,盲眼祭祀,100,同志们，冲啊！,2124,275000,1,0,100,300,100,300,100,300,0,0,0,0,30,0,0,0,2500,1,FMG,12,1000,0,0,326300,10000,12,3,450,0,0,,0,,,,0,4,0,0,0,夜袭封魔谷12,0,,,0,,110202080#110302080#110802080#110402080#110602080#110702080#120202080#120302080#120802080#120402080#120602080#120702080#130202080#130302080#130802080#130402080#130602080#130702080,,,,,,,,
7652,2,灭世魔君,200,同志们，冲啊！,2119,18000000,1,0,8000,16000,8000,16000,8000,16000,4000,6000,4000,6000,30,40,0,0,3000,1,FMG,24,1000,0,0,200000,10000,12,3,450,0,0,,0,,68,,0,4,1,2333,0,夜袭BOSS11,0,,,0,,110202083#110302083#110802083#110402083#110602083#110702083#120202083#120302083#120802083#120402083#120602083#120702083#130202083#130302083#130802083#130402083#130602083#130702083,,55,,,180,,,
7653,2,双头魔龙,200,同志们，冲啊！,2127,27000000,1,0,12000,24000,12000,24000,12000,24000,6000,9000,6000,9000,30,40,0,0,3000,1,FMG,24,1000,0,0,200000,10000,12,3,450,0,0,,0,,74,,0,4,1,2333,0,夜袭BOSS12,0,,,0,,110202083#110302083#110802083#110402083#110602083#110702083#120202083#120302083#120802083#120402083#120602083#120702083#130202083#130302083#130802083#130402083#130602083#130702083,,55,,,180,,,
8000,4,弓箭手,100,来多少死多少！,5001,300000,1,0,2000,2000,2000,2000,2000,2000,0,0,0,0,100,18,0,0,1000,0,td.NGuard,600,1000,3600,0,7500,0,1000,3,800,0,0,,0,,,,,8,0,800,800,塔防第一波,0,,,,,,,55,,,,1,,
8001,4,高级法师,100,来多少死多少！,1042,300000,1,0,4500,4500,4500,4500,4500,4500,0,0,0,0,100,18,0,0,1000,0,td.NGuard,600,1000,3600,0,8000,0,1000,3,800,0,0,,0,,,,,8,0,800,800,塔防第一波,0,,,,,,1,55,,,,1,,
8002,0,多角虫,100,同志们，冲啊！,2021,5000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,1200,1,td.NRun,800,1000,3600,0,20,0,1000,3,600,0,0,,0,,,,,8,0,800,800,塔防第一波,0,,,,,,,,,,,,,
8003,0,僵尸,100,同志们，冲啊！,2014,11000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,1200,1,td.NRun,800,1000,3600,0,26,0,1000,3,600,0,0,,1,,,,,8,0,800,800,塔防第一波,0,,,,,,,,,,,,,
8004,0,火焰奥玛,100,同志们，冲啊！,2003,22000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,1200,1,td.NRun,800,1000,3600,0,30,0,1000,3,600,0,0,,1,,,,,8,0,800,800,塔防第一波,0,,,,,,,,,,,,,
8005,0,钳虫,100,同志们，冲啊！,2027,29000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,1200,1,td.NRun,800,1000,3600,0,36,0,1000,3,600,0,0,,1,,,,,8,0,800,800,塔防第一波,0,,,,,,,,,,,,,
8006,0,祖玛士兵,100,同志们，冲啊！,2034,40000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,1200,1,td.NRun,800,1000,3600,0,50,0,1000,3,600,0,0,,1,,,,,8,0,800,800,塔防第一波,0,,,,,,,,,,,,,
8007,0,黑野猪,100,同志们，冲啊！,2001,50000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,1200,1,td.NRun,800,1000,3600,0,54,0,1000,3,600,0,0,,1,,,,,8,0,800,800,塔防第一波,0,,,,,,,,,,,,,
8008,0,红野猪,100,同志们，冲啊！,2000,60000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,1200,1,td.NRun,800,1000,3600,0,60,0,1000,3,600,0,0,,1,,,,,8,0,800,800,塔防第一波,0,,,,,,,,,,,,,
8009,0,牛头魔,100,同志们，冲啊！,2043,70000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,1200,1,td.NRun,800,1000,3600,0,65,0,1000,3,600,0,0,,1,,,,,8,0,800,800,塔防第一波,0,,,,,,,,,,,,,
8010,0,邪恶祭祀,100,同志们，冲啊！,2044,75000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,1200,1,td.NRun,800,1000,3600,0,70,0,1000,3,600,0,0,,1,,,,,8,0,800,800,塔防第一波,0,,,,,,,,,,,,,
8011,0,狐狸精,100,同志们，冲啊！,2083,100000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,1200,1,td.NRun,800,1000,3600,0,75,0,1000,3,600,0,0,,1,,,,,8,0,800,800,塔防第一波,0,,,,,,,,,,,,,
8012,2,多角虫王,100,同志们，冲啊！,2022,10000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,3000,1,td.NRun,800,1000,3600,0,250,0,1000,3,600,0,0,,0,,3,,,8,1,800,800,BOSS,0,,,,,,,55,,,180,,,
8013,2,尸王,100,同志们，冲啊！,2017,22000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,3000,1,td.NRun,800,1000,3600,0,280,0,1000,3,600,0,0,,0,,31,,,8,1,800,800,塔防第一波,0,,,,,,,55,,,180,,,
8014,2,奥玛教主,100,同志们，冲啊！,2010,44000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,3000,1,td.NRun,800,1000,3600,0,310,0,1000,3,600,0,0,,0,,32,,,8,1,800,800,塔防第一波,0,,,,,,,55,,,180,,,
8015,2,钳虫王,100,同志们，冲啊！,2049,58000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,3000,1,td.NRun,800,1000,3600,0,340,0,1000,3,600,0,0,,0,,53,,,8,1,800,800,塔防第一波,0,,,,,,,55,,,180,,,
8016,2,祖玛教主,100,同志们，冲啊！,2035,80000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,3000,1,td.NRun,800,1000,3600,0,380,0,1000,3,600,0,0,,0,,34,,,8,1,800,800,塔防第一波,0,,,,,,,55,,,180,,,
8017,2,野猪王,100,同志们，冲啊！,2059,100000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,3000,1,td.NRun,800,1000,3600,0,420,0,1000,3,600,0,0,,0,,33,,,8,1,800,800,塔防第一波,0,,,,,,,55,,,180,,,
8018,2,虹魔猪卫,100,同志们，冲啊！,2016,120000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,3000,1,td.NRun,800,1000,3600,0,600,0,1000,3,600,0,0,,0,,44,,,8,1,800,800,塔防第一波,0,,,,,,,55,,,180,,,
8019,2,牛魔王,100,同志们，冲啊！,2045,140000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,3000,1,td.NRun,800,1000,3600,0,650,0,1000,3,600,0,0,,0,,30,,,8,1,800,800,塔防第一波,0,,,,,,,55,,,180,,,
8020,2,赤鬼王,100,同志们，冲啊！,2072,160000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,3000,1,td.NRun,800,1000,3600,0,700,0,1000,3,600,0,0,,0,,54,,,8,1,800,800,塔防第一波,0,,,,,,,55,,,180,,,
8021,2,九尾妖狐,100,同志们，冲啊！,2082,170000,1,0,4000,8000,4000,8000,4000,8000,0,0,0,0,100,18,0,0,3000,1,td.NRun,800,1000,3600,0,1350,0,1000,3,600,0,0,,0,,46,,,8,1,800,800,塔防第一波,0,,,,,,,55,,,180,,,
8022,1,砍我得经验,10,我错了,2070,160,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1000,0,Empty,800,1000,180,0,100,0,1000,3,600,0,0,,0,,,,,8,0,0,0,塔防第一波,0,,,,,,,55,,,,,,
8023,8,多钩猫小偷,80,老板，你慢点走啊，累死洒家了~！,2067,50,1,0,1,1,1,1,1,1,500,500,500,500,100,0,0,0,2900,1,WoShiBiao,8,1000,45,0,60000,100,500,3,600,,,,0,,2,,0,8,0,0,0,三级镖车,0,,,0,,,,,,,,,,
8024,8,沃玛小混混,80,老板，你慢点走啊，累死洒家了~！,2070,80,1,0,1,1,1,1,1,1,1000,1000,1000,1000,100,0,0,0,2900,1,WoShiBiao,8,1000,45,0,80000,100,500,3,600,,,,0,,2,,0,8,0,0,0,一级镖车,0,,,0,,,,,,,,,,
8025,8,白野猪打手,80,这车上的宝贝真多啊。,2066,100,1,0,1,1,1,1,1,1,1600,1600,1600,1600,100,0,0,0,2900,1,WoShiBiao,8,1000,45,0,120000,100,500,3,600,,,,0,,2,,0,8,0,0,0,四级镖车,0,,,0,,,,,,,,,,
8026,8,沃玛教主,80,大爷多赏几个吧，您也不缺那点。,2069,150,1,0,1,1,1,1,1,1,2000,2000,2000,2000,100,0,0,0,2900,1,WoShiBiao,8,1000,45,0,140000,100,500,3,500,,,,0,,32,,0,8,0,0,0,五级镖车,0,,,0,,,,,,,,,,
8027,8,牛魔大帝,80,还有多久到啊，累死我了。,2068,200,1,0,1,1,1,1,1,1,2500,2500,2500,2500,100,0,0,0,2900,1,WoShiBiao,8,1000,45,0,160000,100,500,3,500,,,,0,,30,,0,8,0,0,0,二级镖车,0,,,0,,,,,,,,,,
8050,2,暗之沃玛教主,90,测试,2010,350000,1,0,234,468,234,468,234,468,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,1800,0,200000,10000,12,3,1000,0,0,,0,,32,,0,4,1,0,0,未知暗殿1,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8051,2,暗之腐烂尸王,90,测试,2017,350000,1,0,234,468,234,468,234,468,0,0,0,0,30,2,0,25,3000,1,,6,1000,1800,0,200000,10000,12,2,1000,0,0,,0,,31,,0,4,1,0,0,未知暗殿2,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8052,2,暗之触龙邪神,90,测试,2028,350000,1,0,234,468,234,468,234,468,0,0,0,0,30,2,0,25,3000,0,Special,6,1000,1800,0,200000,10000,12,3,1000,0,0,,0,,29,,0,4,1,0,0,未知暗殿3,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8053,2,暗之祖玛教主,90,测试,2035,350000,1,0,234,468,234,468,234,468,0,0,0,0,30,2,0,25,3000,1,Special,6,1000,1800,0,200000,10000,12,3,1000,0,0,,0,,34,,0,4,1,0,0,未知暗殿4,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8054,2,暗之牛魔大帝,90,测试,2045,350000,1,0,234,468,234,468,234,468,0,0,0,0,30,2,0,25,3000,1,,6,1000,1800,0,200000,10000,12,2,1000,0,0,,0,,30,,0,4,1,0,0,未知暗殿5,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
8055,2,暗之野猪大帝,100,测试,2059,400000,1,0,234,468,234,468,234,468,0,0,0,0,30,6,0,25,3000,1,,6,1000,3600,0,200000,10000,12,2,1000,0,0,,0,,33,,0,4,1,0,0,未知暗殿6,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8056,2,暗之赤月恶魔,100,测试,2110,400000,1,0,234,468,234,468,234,468,0,0,0,0,30,6,0,25,3000,0,Special,6,1000,3600,0,200000,10000,12,3,1000,0,0,,0,,42,,0,4,1,0,0,未知暗殿7,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8057,2,暗之虹魔教主,100,测试,2111,400000,1,0,234,468,234,468,234,468,0,0,0,0,30,6,0,25,3000,1,,6,1000,3600,0,200000,10000,12,2,1000,0,0,,0,,63,,0,4,1,0,0,未知暗殿8,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8058,2,暗之赤焰鹰魔,100,测试,2072,400000,1,0,234,468,234,468,234,468,0,0,0,0,30,6,0,25,3000,1,Special,6,1000,3600,0,200000,10000,12,3,1000,0,0,,0,,54,,0,4,1,0,0,未知暗殿9,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8059,2,暗之黄泉教主,100,测试,2112,400000,1,0,234,468,234,468,234,468,0,0,0,0,30,6,0,25,3000,1,,6,1000,3600,0,200000,10000,12,2,1000,0,0,,0,,64,,0,4,1,0,0,未知暗殿10,0,1,,0,,110202070#110302070#110802070#110402070#110602070#110702070#120202070#120302070#120802070#120402070#120602070#120702070#130202070#130302070#130802070#130402070#130602070#130702070,,55,,,180,,,
8060,2,腐烂尸王,30,测试,2017,30000,1,0,89,178,89,178,89,178,76,152,76,152,30,2,0,25,3000,1,,6,1000,300,0,200000,10000,12,2,450,0,0,,0,,31,,0,4,1,89,0,BOSS之家1,0,1,,0,,110202030#110302030#110802030#110402030#110602030#110702030#120202030#120302030#120802030#120402030#120602030#120702030#130202030#130302030#130802030#130402030#130602030#130702030,,55,,,180,,,
8061,2,触龙邪神,40,测试,2028,60000,1,0,189,378,189,378,189,378,121,242,121,242,30,2,0,25,3000,0,Special,6,1000,600,0,200000,10000,12,3,450,0,0,,0,,29,,0,4,1,142,0,BOSS之家2,0,1,,0,,110202030#110302030#110802030#110402030#110602030#110702030#120202030#120302030#120802030#120402030#120602030#120702030#130202030#130302030#130802030#130402030#130602030#130702030,,55,,,180,,,
8062,2,沃玛教主,50,测试,2010,100000,1,0,287,574,287,574,287,574,184,368,184,368,30,5,0,25,3000,1,Special,6,1000,1200,0,200000,10000,12,3,450,0,0,,0,,32,,0,4,1,215,0,BOSS之家3,0,1,,0,,110202040#110302040#110802040#110402040#110602040#110702040#120202040#120302040#120802040#120402040#120602040#120702040#130202040#130302040#130802040#130402040#130602040#130702040,,55,,,180,,,
8063,2,野猪大帝,60,测试,2059,140000,1,0,312,625,312,625,312,625,266,532,266,532,30,10,0,25,3000,1,,6,1000,1800,0,200000,10000,12,2,450,0,0,,0,,33,,0,4,1,312,0,BOSS之家4,0,1,,0,,110202050#110302050#110802050#110402050#110602050#110702050#120202050#120302050#120802050#120402050#120602050#120702050#130202050#130302050#130802050#130402050#130602050#130702050,,55,,,180,,,
8064,2,祖玛教主,70,测试,2035,500000,1,0,424,850,424,850,424,850,366,733,366,733,30,15,0,25,3000,1,Special,6,1000,1800,0,200000,10000,12,3,450,0,0,,0,,34,,0,4,1,425,0,BOSS之家5,0,1,,0,,110202060#110302060#110802060#110402060#110602060#110702060#120202060#120302060#120802060#120402060#120602060#120702060#130202060#130302060#130802060#130402060#130602060#130702060,,55,,,180,,,
